ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,is_weekend,is_weekend_lower,is_weekend_upper,month,month_lower,month_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2024-01-11,884.1349788612483,112.14522885686017,179.11196203826978,884.1349788612483,884.1349788612483,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.1039257819483231,0.1039257819483231,0.1039257819483231,-0.8365496652210263,-0.8365496652210263,-0.8365496652210263,-0.3156278999997014,-0.3156278999997014,-0.3156278999997014,-0.6504691995765097,-0.6504691995765097,-0.6504691995765097,0.0,0.0,0.0,144.51215828467193
2024-01-12,889.8076005826665,108.48767522088548,173.36528182036707,889.8076005826665,889.8076005826665,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.050383226496873976,0.050383226496873976,0.050383226496873976,-0.841780527473803,-0.841780527473803,-0.841780527473803,-0.31946051645253193,-0.31946051645253193,-0.31946051645253193,-0.5983248899250069,-0.5983248899250069,-0.5983248899250069,0.0,0.0,0.0,140.78488921399043
2024-01-13,895.48022229382,56.943475305850484,128.93325794055352,895.48022229382,895.48022229382,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.001482018270311369,-0.001482018270311369,-0.001482018270311369,-0.897054358170178,-0.897054358170178,-0.897054358170178,0.8019914346545234,0.8019914346545234,0.8019914346545234,-0.5419954269612526,-0.5419954269612526,-0.5419954269612526,0.0,0.0,0.0,92.185786229949
2024-01-14,901.1528440049736,61.32227714906294,130.10572065490447,901.1528440049736,901.1528440049736,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.05265489586475555,-0.05265489586475555,-0.05265489586475555,-0.8946320837671539,-0.8946320837671539,-0.8946320837671539,0.7976828676088704,0.7976828676088704,0.7976828676088704,-0.4840917079181306,-0.4840917079181306,-0.4840917079181306,0.0,0.0,0.0,94.95259738010712
2024-01-15,906.8254657161272,119.39306237645783,188.56852242121252,906.8254657161272,906.8254657161272,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.10454638448214362,-0.10454638448214362,-0.10454638448214362,-0.8291980623365087,-0.8291980623365087,-0.8291980623365087,-0.32295899874642864,-0.32295899874642864,-0.32295899874642864,-0.4273143315147987,-0.4273143315147987,-0.4273143315147987,0.0,0.0,0.0,154.88754666691239
2024-01-16,912.4980874624029,124.93591844232809,193.68379628653787,912.4980874624029,912.4980874624029,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.15602607035747093,-0.15602607035747093,-0.15602607035747093,-0.8252525980407498,-0.8252525980407498,-0.8252525980407498,-0.3205448738058265,-0.3205448738058265,-0.3205448738058265,-0.3743033062843151,-0.3743033062843151,-0.3743033062843151,0.0,0.0,0.0,159.45667007683957
2024-01-17,918.1707092086787,125.83210531352519,199.75914031660582,918.1707092086787,918.1707092086787,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.20276998073508692,-0.20276998073508692,-0.20276998073508692,-0.8257318996284161,-0.8257318996284161,-0.8257318996284161,-0.32108201326254204,-0.32108201326254204,-0.32108201326254204,-0.32750155803764924,-0.32750155803764924,-0.32750155803764924,0.0,0.0,0.0,160.00786531062639
2024-01-18,923.8433309549544,133.18518421853267,198.7170903731091,923.8433309549544,923.8433309549544,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.2395591665181808,-0.2395591665181808,-0.2395591665181808,-0.8186019803149647,-0.8186019803149647,-0.8186019803149647,-0.3156279000000189,-0.3156279000000189,-0.3156279000000189,-0.28903656620362694,-0.28903656620362694,-0.28903656620362694,0.0,0.0,0.0,167.58335073445542
2024-01-19,929.5159527500463,139.31137012188933,202.98981545633674,929.5159527500463,929.5159527500463,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.26341344886684337,-0.26341344886684337,-0.26341344886684337,-0.8178759046767361,-0.8178759046767361,-0.8178759046767361,-0.31946051645256207,-0.31946051645256207,-0.31946051645256207,-0.26062359176419303,-0.26062359176419303,-0.26062359176419303,0.0,0.0,0.0,169.2872519831439
2024-01-20,935.1885745451382,86.76843452164564,151.98920211169263,935.1885745451382,935.1885745451382,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.274710161891036,-0.274710161891036,-0.274710161891036,-0.8717800844928948,-0.8717800844928948,-0.8717800844928948,0.8019914346548668,0.8019914346548668,0.8019914346548668,-0.2434930096635879,-0.2434930096635879,-0.2434930096635879,0.0,0.0,0.0,119.90980001138777
2024-01-21,940.8611963402301,84.9814471791498,155.24894513481638,940.8611963402301,940.8611963402301,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.2754211787923865,-0.2754211787923865,-0.2754211787923865,-0.8716499195652481,-0.8716499195652481,-0.8716499195652481,0.7976828676095487,0.7976828676095487,0.7976828676095487,-0.23834326078927237,-0.23834326078927237,-0.23834326078927237,0.0,0.0,0.0,120.75961022820546
2024-01-22,946.5338180967495,146.9537244485212,215.4529438865244,946.5338180967495,946.5338180967495,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.26638064237248915,-0.26638064237248915,-0.26638064237248915,-0.809037916892903,-0.809037916892903,-0.809037916892903,-0.32295899874721634,-0.32295899874721634,-0.32295899874721634,-0.2453199281800601,-0.2453199281800601,-0.2453199281800601,0.0,0.0,0.0,180.75206963506926
2024-01-23,952.206439853269,149.63523636841487,221.1904704346305,952.206439853269,952.206439853269,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.24637759710677942,-0.24637759710677942,-0.24637759710677942,-0.8053212723799708,-0.8053212723799708,-0.8053212723799708,-0.3205448738059655,-0.3205448738059655,-0.3205448738059655,-0.2640204538740884,-0.2640204538740884,-0.2640204538740884,0.0,0.0,0.0,185.37433814223232
2024-01-24,957.8790616097882,153.93800080587818,225.64851546496294,957.8790616097882,957.8790616097882,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.21399898136045084,-0.21399898136045084,-0.21399898136045084,-0.802982422239969,-0.802982422239969,-0.802982422239969,-0.32108201326255137,-0.32108201326255137,-0.32108201326255137,-0.293523080023829,-0.293523080023829,-0.293523080023829,0.0,0.0,0.0,188.719012505412
2024-01-25,963.5516834435824,160.36047541435866,234.89321412355025,963.5516834435824,963.5516834435824,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.170352479548493,-0.170352479548493,-0.170352479548493,-0.7927964777497457,-0.7927964777497457,-0.7927964777497457,-0.31562789999988816,-0.31562789999988816,-0.31562789999988816,-0.33243775060822645,-0.33243775060822645,-0.33243775060822645,0.0,0.0,0.0,199.6513026796723
2024-01-26,969.2243052773765,168.64509247956204,236.42385285268625,969.2243052773765,969.2243052773765,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.1198167234768073,-0.1198167234768073,-0.1198167234768073,-0.7926315622628943,-0.7926315622628943,-0.7926315622628943,-0.31946051645177725,-0.31946051645177725,-0.31946051645177725,-0.3789759747411716,-0.3789759747411716,-0.3789759747411716,0.0,0.0,0.0,200.98653000220116
2024-01-27,974.8969271111705,108.03122632006772,177.75814257882195,974.8969271111705,974.8969271111705,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.06779683961378836,-0.06779683961378836,-0.06779683961378836,-0.8524098041799217,-0.8524098041799217,-0.8524098041799217,0.8019914346552102,0.8019914346552102,0.8019914346552102,-0.43103605162820546,-0.43103605162820546,-0.43103605162820546,0.0,0.0,0.0,143.88522837673023
2024-01-28,980.5695488872265,99.84217855001813,171.28538202459453,980.5695488872265,980.5695488872265,-1.1555683475931378,-1.1555683475931378,-1.1555683475931378,-1.18119,-1.18119,-1.18119,0.02562165240686214,0.02562165240686214,0.02562165240686214,-0.017375414831771747,-0.017375414831771747,-0.017375414831771747,-0.8615605019403979,-0.8615605019403979,-0.8615605019403979,0.797682867608179,0.797682867608179,0.797682867608179,-0.48629960712366715,-0.48629960712366715,-0.48629960712366715,0.0,0.0,0.0,135.74955616047808
2024-01-29,986.2421706632824,156.27745849138114,224.77859675048592,986.2421706632824,986.2421706632824,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.032066342025700814,0.032066342025700814,0.032066342025700814,-0.8076061083747453,-0.8076061083747453,-0.8076061083747453,-0.3229589987446994,-0.3229589987446994,-0.3229589987446994,-0.5423351040626088,-0.5423351040626088,-0.5423351040626088,0.0,0.0,0.0,189.74696929884746
2024-01-30,991.9147923353189,154.42407673187654,224.90675189074298,991.9147923353189,991.9147923353189,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.08290705282695025,0.08290705282695025,0.08290705282695025,-0.8087200371421969,-0.8087200371421969,-0.8087200371421969,-0.3205448738061045,-0.3205448738061045,-0.3205448738061045,-0.5967038685699046,-0.5967038685699046,-0.5967038685699046,0.0,0.0,0.0,189.7334246360053
2024-01-31,997.5874140073556,155.4657186064959,228.74775315978755,997.5874140073556,997.5874140073556,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.0,0.0,0.0,0.02562165240686214,0.02562165240686214,0.02562165240686214,0.13571128672820706,0.13571128672820706,0.13571128672820706,-0.806813296038919,-0.806813296038919,-0.806813296038919,-0.3210820132625513,-0.3210820132625513,-0.3210820132625513,-0.6470642219114371,-0.6470642219114371,-0.6470642219114371,0.0,0.0,0.0,192.7206244251393
2024-02-01,1003.2600356793923,145.3065187146577,217.02226898143945,1003.2600356793923,1003.2600356793923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720639866816746,0.18720639866816746,0.18720639866816746,-0.8196910172427632,-0.8196910172427632,-0.8196910172427632,-0.3156278999999157,-0.3156278999999157,-0.3156278999999157,-0.6912695159110145,-0.6912695159110145,-0.6912695159110145,0.0,0.0,0.0,180.89679647434036
2024-02-02,1008.9326573889217,152.926936258246,218.1779865461305,1008.9326573889217,1008.9326573889217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23155235146759823,0.23155235146759823,0.23155235146759823,-0.8153643929896469,-0.8153643929896469,-0.8153643929896469,-0.31946051645099227,-0.31946051645099227,-0.31946051645099227,-0.7274562280062531,-0.7274562280062531,-0.7274562280062531,0.0,0.0,0.0,186.28489362957217
2024-02-03,1014.6052790984509,100.14228882319553,165.2192208989677,1014.6052790984509,1014.6052790984509,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,0.26365720720319996,0.26365720720319996,0.26365720720319996,-0.8696601210807549,-0.8696601210807549,-0.8696601210807549,0.8019914346565742,0.8019914346565742,0.8019914346565742,-0.7541187629405299,-0.7541187629405299,-0.7541187629405299,0.0,0.0,0.0,132.243529228519
2024-02-04,1020.2779008079802,95.9967070173952,164.84817046011196,1020.2779008079802,1020.2779008079802,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,0.2815703264322043,0.2815703264322043,0.2815703264322043,-0.872105017229318,-0.872105017229318,-0.872105017229318,0.7976828676110211,0.7976828676110211,0.7976828676110211,-0.7701682112725434,-0.7701682112725434,-0.7701682112725434,0.0,0.0,0.0,130.48842454514423
2024-02-05,1025.9505223738731,158.2964941187155,224.3593706556457,1025.9505223738731,1025.9505223738731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286083242248521,0.286083242248521,0.286083242248521,-0.8118487623639642,-0.8118487623639642,-0.8118487623639642,-0.3229589987446627,-0.3229589987446627,-0.3229589987446627,-0.7749730058678224,-0.7749730058678224,-0.7749730058678224,0.0,0.0,0.0,193.03386053798167
2024-02-06,1031.623143939766,160.3233179595837,232.1667100360024,1031.623143939766,1031.623143939766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784201966091322,0.2784201966091322,0.2784201966091322,-0.8105048467753803,-0.8105048467753803,-0.8105048467753803,-0.3205448738057819,-0.3205448738057819,-0.3205448738057819,-0.7683801695787305,-0.7683801695787305,-0.7683801695787305,0.0,0.0,0.0,195.48758573092988
2024-02-07,1037.2957655056584,159.91875020295168,230.25507656802012,1037.2957655056584,1037.2957655056584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586077370751764,0.2586077370751764,0.2586077370751764,-0.8131909079100327,-0.8131909079100327,-0.8131909079100327,-0.32108201326255137,-0.32108201326255137,-0.32108201326255137,-0.7507166317226572,-0.7507166317226572,-0.7507166317226572,0.0,0.0,0.0,193.7762801828797
2024-02-08,1042.9683872013652,159.83136471797033,231.57959018424654,1042.9683872013652,1042.9683872013652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22617661940282013,0.22617661940282013,0.22617661940282013,-0.8122221595179987,-0.8122221595179987,-0.8122221595179987,-0.31562789999978486,-0.31562789999978486,-0.31562789999978486,-0.7227708789210339,-0.7227708789210339,-0.7227708789210339,0.0,0.0,0.0,195.84635143966813
2024-02-09,1048.6410088970717,151.3946881933792,217.9522649217198,1048.6410088970717,1048.6410088970717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18229386358952943,0.18229386358952943,0.18229386358952943,-0.8229226212008942,-0.8229226212008942,-0.8229226212008942,-0.31946051645350826,-0.31946051645350826,-0.31946051645350826,-0.6857559683369153,-0.6857559683369153,-0.6857559683369153,0.0,0.0,0.0,185.69060115674324
2024-02-10,1054.3136305927783,83.689570783014,153.107569741739,1054.3136305927783,1054.3136305927783,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,0.1308453556454224,0.1308453556454224,0.1308453556454224,-0.8896088509434328,-0.8896088509434328,-0.8896088509434328,0.8019914346579381,0.8019914346579381,0.8019914346579381,-0.6412556412467932,-0.6412556412467932,-0.6412556412467932,0.0,0.0,0.0,116.38689314713794
2024-02-11,1059.9862523296572,70.6924666687027,143.08564134701382,1059.9862523296572,1059.9862523296572,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,0.07698482899996528,0.07698482899996528,0.07698482899996528,-0.8976782103208193,-0.8976782103208193,-0.8976782103208193,0.7976828676106754,0.7976828676106754,0.7976828676106754,-0.5911559069314603,-0.5911559069314603,-0.5911559069314603,0.0,0.0,0.0,108.45969037369815
2024-02-12,1065.6588740665359,138.4583363708914,211.2169886659254,1065.6588740665359,1065.6588740665359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024253168465757962,0.024253168465757962,0.024253168465757962,-0.8362708299210397,-0.8362708299210397,-0.8362708299210397,-0.3229589987462748,-0.3229589987462748,-0.3229589987462748,-0.5375649996405231,-0.5375649996405231,-0.5375649996405231,0.0,0.0,0.0,174.47944303819315
2024-02-13,1071.3314958034148,146.6878680506569,215.75534328281054,1071.3314958034148,1071.3314958034148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02703638309611261,-0.02703638309611261,-0.02703638309611261,-0.8303062829511506,-0.8303062829511506,-0.8303062829511506,-0.3205448738054592,-0.3205448738054592,-0.3205448738054592,-0.482725026049579,-0.482725026049579,-0.482725026049579,0.0,0.0,0.0,181.79822371438524
2024-02-14,1077.004117578456,151.3881198745801,218.78659868807446,1077.004117578456,1077.004117578456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07849807510473802,-0.07849807510473802,-0.07849807510473802,-0.8284989930162194,-0.8284989930162194,-0.8284989930162194,-0.3210820132625439,-0.3210820132625439,-0.3210820132625439,-0.4289189046489372,-0.4289189046489372,-0.4289189046489372,0.0,0.0,0.0,184.70729069038322
2024-02-15,1082.6767393534976,154.6255702140343,224.061430869374,1082.6767393534976,1082.6767393534976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13054841763265831,-0.13054841763265831,-0.13054841763265831,-0.8245526597766398,-0.8245526597766398,-0.8245526597766398,-0.3156279000001023,-0.3156279000001023,-0.3156279000001023,-0.3783763421438793,-0.3783763421438793,-0.3783763421438793,0.0,0.0,0.0,189.95275424127135
2024-02-16,1088.3493609866664,148.9617384422366,215.82969200433797,1088.3493609866664,1088.3493609866664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18033566463187667,-0.18033566463187667,-0.18033566463187667,-0.832978773370237,-0.832978773370237,-0.832978773370237,-0.3194605164535384,-0.3194605164535384,-0.3194605164535384,-0.33318259228482194,-0.33318259228482194,-0.33318259228482194,0.0,0.0,0.0,181.7774452737118
2024-02-17,1094.0219826198354,79.7664643144239,147.03556747711767,1094.0219826198354,1094.0219826198354,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,-0.22267596844741866,-0.22267596844741866,-0.22267596844741866,-0.8970681345215743,-0.8970681345215743,-0.8970681345215743,0.8019914346582815,0.8019914346582815,0.8019914346582815,-0.29519360073243694,-0.29519360073243694,-0.29519360073243694,0.0,0.0,0.0,112.60972354546547
2024-02-18,1099.6946042530044,76.11269886781304,142.2652140391917,1099.6946042530044,1099.6946042530044,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,-0.2531495249391158,-0.2531495249391158,-0.2531495249391158,-0.9026175199525917,-0.9026175199525917,-0.9026175199525917,0.7976828676103296,0.7976828676103296,0.7976828676103296,-0.26596086262380547,-0.26596086262380547,-0.26596086262380547,0.0,0.0,0.0,107.09098785691081
2024-02-19,1105.3672260274204,144.75370104931892,210.66781068573613,1105.3672260274204,1105.3672260274204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27051084757805555,-0.27051084757805555,-0.27051084757805555,-0.8401387647098206,-0.8401387647098206,-0.8401387647098206,-0.322958998746238,-0.322958998746238,-0.322958998746238,-0.2466689183855273,-0.2466689183855273,-0.2466689183855273,0.0,0.0,0.0,176.70537020202235
2024-02-20,1111.0398478018367,149.13653990050332,216.6279651909292,1111.0398478018367,1111.0398478018367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27628508289757137,-0.27628508289757137,-0.27628508289757137,-0.8349178610691368,-0.8349178610691368,-0.8349178610691368,-0.32054487380633484,-0.32054487380633484,-0.32054487380633484,-0.23808790436523042,-0.23808790436523042,-0.23808790436523042,0.0,0.0,0.0,183.41283451254793
2024-02-21,1116.712469576253,149.47654712904912,220.47574674300256,1116.712469576253,1116.712469576253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2721577454243115,-0.2721577454243115,-0.2721577454243115,-0.8337827359535437,-0.8337827359535437,-0.8337827359535437,-0.32108201326253644,-0.32108201326253644,-0.32108201326253644,-0.24054297726669605,-0.24054297726669605,-0.24054297726669605,0.0,0.0,0.0,185.61689141952635
2024-02-22,1122.38509138944,158.9450129630171,228.28402914297195,1122.38509138944,1122.38509138944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25786815376050165,-0.25786815376050165,-0.25786815376050165,-0.827397821687383,-0.827397821687383,-0.827397821687383,-0.31562789999997154,-0.31562789999997154,-0.31562789999997154,-0.25390176792690955,-0.25390176792690955,-0.25390176792690955,0.0,0.0,0.0,193.7261116794231
2024-02-23,1128.057713202627,157.1944404724683,225.4220812376374,1128.057713202627,1128.057713202627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23174923685295903,-0.23174923685295903,-0.23174923685295903,-0.8287900689206007,-0.8287900689206007,-0.8287900689206007,-0.31946051645193846,-0.31946051645193846,-0.31946051645193846,-0.27758031561570284,-0.27758031561570284,-0.27758031561570284,0.0,0.0,0.0,193.13468333100653
2024-02-24,1133.7303350158143,99.3732332504854,168.06923654322785,1133.7303350158143,1133.7303350158143,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,-0.1933737246780315,-0.1933737246780315,-0.1933737246780315,-0.8831395049516715,-0.8831395049516715,-0.8831395049516715,0.8019914346586248,0.8019914346586248,0.8019914346586248,-0.31056721493226513,-0.31056721493226513,-0.31056721493226513,0.0,0.0,0.0,132.4882882012554
2024-02-25,1139.4029569644495,103.19538105580509,170.29656429127795,1139.4029569644495,1139.4029569644495,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,-1.18119,0.0,0.0,0.0,-0.14559028557725995,-0.14559028557725995,-0.14559028557725995,-0.8805624182002498,-0.8805624182002498,-0.8805624182002498,0.7976828676131718,0.7976828676131718,0.7976828676131718,-0.35146500023616145,-0.35146500023616145,-0.35146500023616145,0.0,0.0,0.0,136.08753387531866
