ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-14,89.86603029180353,76.24384069762469,101.82497499985777,89.86603029180353,89.86603029180353,-0.6030520772045627,-0.6030520772045627,-0.6030520772045627,-14.910623863489974,-14.910623863489974,-14.910623863489974,14.307571786285411,14.307571786285411,14.307571786285411,0.0,0.0,0.0,89.26297821459896
2023-01-15,89.891377843881,78.3044859482241,103.93406342711138,89.891377843881,89.891377843881,1.060118565096056,1.060118565096056,1.060118565096056,-13.55371204322051,-13.55371204322051,-13.55371204322051,14.613830608316565,14.613830608316565,14.613830608316565,0.0,0.0,0.0,90.95149640897706
2023-01-16,89.91672539595852,97.93699934013375,122.92019612238849,89.91672539595852,89.91672539595852,20.11686838454062,20.11686838454062,20.11686838454062,5.288548645112063,5.288548645112063,5.288548645112063,14.828319739428556,14.828319739428556,14.828319739428556,0.0,0.0,0.0,110.03359378049915
2023-01-17,89.94207294803601,97.65173675557162,124.57950728129161,89.94207294803601,89.94207294803601,20.95234543025638,20.95234543025638,20.95234543025638,5.992531653444265,5.992531653444265,5.992531653444265,14.959813776812112,14.959813776812112,14.959813776812112,0.0,0.0,0.0,110.89441837829239
2023-01-18,89.96742050011352,95.88635415669877,122.94063237786327,89.96742050011352,89.96742050011352,19.043769602481298,19.043769602481298,19.043769602481298,4.025239662401582,4.025239662401582,4.025239662401582,15.018529940079716,15.018529940079716,15.018529940079716,0.0,0.0,0.0,109.01119010259481
2023-01-19,89.99276805219101,97.97230744916651,124.35353817834756,89.99276805219101,89.99276805219101,21.913322421371404,21.913322421371404,21.913322421371404,6.897471199989645,6.897471199989645,6.897471199989645,15.015851221381759,15.015851221381759,15.015851221381759,0.0,0.0,0.0,111.90609047356241
2023-01-20,90.0181156042685,98.42152086664981,124.82482404553726,90.0181156042685,90.0181156042685,21.224569150215043,21.224569150215043,21.224569150215043,6.260544745660231,6.260544745660231,6.260544745660231,14.96402440455481,14.96402440455481,14.96402440455481,0.0,0.0,0.0,111.24268475448355
2023-01-21,90.04346315634601,76.92104021244806,104.53340571397808,90.04346315634601,90.04346315634601,-0.0347825060815936,-0.0347825060815936,-0.0347825060815936,-14.910623863486807,-14.910623863486807,-14.910623863486807,14.875841357405212,14.875841357405212,14.875841357405212,0.0,0.0,0.0,90.00868065026441
2023-01-22,90.0688107084235,79.28606870868275,104.85616998803272,90.0688107084235,90.0688107084235,1.2106003577430349,1.2106003577430349,1.2106003577430349,-13.553712043212412,-13.553712043212412,-13.553712043212412,14.764312400955447,14.764312400955447,14.764312400955447,0.0,0.0,0.0,91.27941106616653
2023-01-23,90.094158260501,96.86620231693537,123.43615285712073,90.094158260501,90.094158260501,19.930889351952608,19.930889351952608,19.930889351952608,5.288548645136943,5.288548645136943,5.288548645136943,14.64234070681567,14.64234070681567,14.64234070681567,0.0,0.0,0.0,110.02504761245362
2023-01-24,90.11950581257851,97.99150752191197,123.4869558925731,90.11950581257851,90.11950581257851,20.514938218469315,20.514938218469315,20.514938218469315,5.992531653446102,5.992531653446102,5.992531653446102,14.522406565023214,14.522406565023214,14.522406565023214,0.0,0.0,0.0,110.63444403104782
2023-01-25,90.14485334638118,96.72092071437031,121.92373653174988,90.14485334638118,90.14485334638118,18.441509666436794,18.441509666436794,18.441509666436794,4.0252396623996445,4.0252396623996445,4.0252396623996445,14.41627000403715,14.41627000403715,14.41627000403715,0.0,0.0,0.0,108.58636301281797
2023-01-26,90.17020088018387,97.35078101999315,124.92003280102173,90.17020088018387,90.17020088018387,21.232170843359665,21.232170843359665,21.232170843359665,6.897471199994891,6.897471199994891,6.897471199994891,14.334699643364774,14.334699643364774,14.334699643364774,0.0,0.0,0.0,111.40237172354354
2023-01-27,90.19554841398654,98.90907159903425,123.36493628033999,90.19554841398654,90.19554841398654,20.547779581721006,20.547779581721006,20.547779581721006,6.260544745717607,6.260544745717607,6.260544745717607,14.2872348360034,14.2872348360034,14.2872348360034,0.0,0.0,0.0,110.74332799570755
2023-01-28,90.22089594778922,76.67759265336203,102.65994047690383,90.22089594778922,90.22089594778922,-0.6286367262045679,-0.6286367262045679,-0.6286367262045679,-14.91062386344743,-14.91062386344743,-14.91062386344743,14.281987137242862,14.281987137242862,14.281987137242862,0.0,0.0,0.0,89.59225922158465
2023-01-29,90.24624348159192,78.4606483339605,103.90476037549651,90.24624348159192,90.24624348159192,0.7717739059449215,0.7717739059449215,0.7717739059449215,-13.553712043204312,-13.553712043204312,-13.553712043204312,14.325485949149233,14.325485949149233,14.325485949149233,0.0,0.0,0.0,91.01801738753684
2023-01-30,90.27159101539459,96.39651428709853,121.98653023552734,90.27159101539459,90.27159101539459,19.71112051651606,19.71112051651606,19.71112051651606,5.28854864513811,5.28854864513811,5.28854864513811,14.422571871377952,14.422571871377952,14.422571871377952,0.0,0.0,0.0,109.98271153191065
2023-01-31,90.29693854919728,97.77736467525965,124.3826553046728,90.29693854919728,90.29693854919728,20.56887153160466,20.56887153160466,20.56887153160466,5.992531653439407,5.992531653439407,5.992531653439407,14.57633987816525,14.57633987816525,14.57633987816525,0.0,0.0,0.0,110.86581008080194
2023-02-01,90.32228608299995,95.97757285981181,122.32681492305136,90.32228608299995,90.32228608299995,18.81337264234613,18.81337264234613,18.81337264234613,4.025239662396947,4.025239662396947,4.025239662396947,14.788132979949186,14.788132979949186,14.788132979949186,0.0,0.0,0.0,109.13565872534608
2023-02-02,90.34763361680265,99.37547850191775,125.26609749301353,90.34763361680265,90.34763361680265,21.955056759210823,21.955056759210823,21.955056759210823,6.89747120000014,6.89747120000014,6.89747120000014,15.057585559210684,15.057585559210684,15.057585559210684,0.0,0.0,0.0,112.30269037601347
2023-02-03,90.37298115060533,99.49554797105696,124.68099579987188,90.37298115060533,90.37298115060533,21.643258882673027,21.643258882673027,21.643258882673027,6.260544745696985,6.260544745696985,6.260544745696985,15.382714136976041,15.382714136976041,15.382714136976041,0.0,0.0,0.0,112.01624003327835
2023-02-04,90.39832868440801,77.17894168725874,104.95051078077537,90.39832868440801,90.39832868440801,0.8494281072924439,0.8494281072924439,0.8494281072924439,-14.91062386344426,-14.91062386344426,-14.91062386344426,15.760051970736704,15.760051970736704,15.760051970736704,0.0,0.0,0.0,91.24775679170045
2023-02-05,90.42367621821069,80.2577338815883,106.52488113004799,90.42367621821069,90.42367621821069,2.631110602873067,2.631110602873067,2.631110602873067,-13.55371204318338,-13.55371204318338,-13.55371204318338,16.184822646056446,16.184822646056446,16.184822646056446,0.0,0.0,0.0,93.05478682108375
2023-02-06,90.44902375038679,98.79271319509223,124.33832164272462,90.44902375038679,90.44902375038679,21.93969538366179,21.93969538366179,21.93969538366179,5.288548645151132,5.288548645151132,5.288548645151132,16.651146738510654,16.651146738510654,16.651146738510654,0.0,0.0,0.0,112.38871913404857
2023-02-07,90.47437128256287,101.2337822924702,127.23625203074373,90.47437128256287,90.47437128256287,23.144806374807878,23.144806374807878,23.144806374807878,5.992531653467414,5.992531653467414,5.992531653467414,17.152274721340465,17.152274721340465,17.152274721340465,0.0,0.0,0.0,113.61917765737076
2023-02-08,90.49971881473896,100.16605106105976,124.87461130455885,90.49971881473896,90.49971881473896,21.706078265086308,21.706078265086308,21.706078265086308,4.025239662395009,4.025239662395009,4.025239662395009,17.680838602691296,17.680838602691296,17.680838602691296,0.0,0.0,0.0,112.20579707982526
2023-02-09,90.52506634691505,101.7935528345673,128.01817914763524,90.52506634691505,90.52506634691505,25.126585514157583,25.126585514157583,25.126585514157583,6.897471200005388,6.897471200005388,6.897471200005388,18.2291143141522,18.2291143141522,18.2291143141522,0.0,0.0,0.0,115.65165186107264
2023-02-10,90.55041387909114,102.89711372655222,129.54696264734343,90.55041387909114,90.55041387909114,25.049831397624196,25.049831397624196,25.049831397624196,6.260544745691308,6.260544745691308,6.260544745691308,18.78928665193289,18.78928665193289,18.78928665193289,0.0,0.0,0.0,115.60024527671533
2023-02-11,90.57576141126722,81.39983638970322,107.6860180394395,90.57576141126722,90.57576141126722,4.443084735081724,4.443084735081724,4.443084735081724,-14.910623863463634,-14.910623863463634,-14.910623863463634,19.353708598545357,19.353708598545357,19.353708598545357,0.0,0.0,0.0,95.01884614634895
2023-02-12,90.60110894344332,84.37057886028911,110.08993655242718,90.60110894344332,90.60110894344332,6.361435081109337,6.361435081109337,6.361435081109337,-13.553712043235974,-13.553712043235974,-13.553712043235974,19.91514712434531,19.91514712434531,19.91514712434531,0.0,0.0,0.0,96.96254402455266
2023-02-13,90.6264564756194,103.23137902115644,128.78490211544957,90.6264564756194,90.6264564756194,25.755556720394214,25.755556720394214,25.755556720394214,5.288548645164155,5.288548645164155,5.288548645164155,20.46700807523006,20.46700807523006,20.46700807523006,0.0,0.0,0.0,116.38201319601362
2023-02-14,90.6518040077955,104.84829769689783,130.06781198913103,90.6518040077955,90.6518040077955,26.996065132252607,26.996065132252607,26.996065132252607,5.992531653443663,5.992531653443663,5.992531653443663,21.00353347880894,21.00353347880894,21.00353347880894,0.0,0.0,0.0,117.64786914004812
2023-02-15,90.67715153997159,103.0338737263658,128.69656110720192,90.67715153997159,90.67715153997159,25.545205185951826,25.545205185951826,25.545205185951826,4.0252396624000975,4.0252396624000975,4.0252396624000975,21.51996552355173,21.51996552355173,21.51996552355173,0.0,0.0,0.0,116.22235672592342
2023-02-16,90.7024990721477,106.82712821466897,131.30700420543263,90.7024990721477,90.7024990721477,28.91014375508051,28.91014375508051,28.91014375508051,6.897471200008438,6.897471200008438,6.897471200008438,22.012672555072076,22.012672555072076,22.012672555072076,0.0,0.0,0.0,119.61264282722821
2023-02-17,90.72784660432379,106.5498033663527,132.7968388403877,90.72784660432379,90.72784660432379,28.73977840297372,28.73977840297372,28.73977840297372,6.260544745678158,6.260544745678158,6.260544745678158,22.479233657295563,22.479233657295563,22.479233657295563,0.0,0.0,0.0,119.4676250072975
2023-02-18,90.75319412511557,87.05777212368231,112.06708977980949,90.75319412511557,90.75319412511557,8.007855842683288,8.007855842683288,8.007855842683288,-14.910623863483004,-14.910623863483004,-14.910623863483004,22.91847970616629,22.91847970616629,22.91847970616629,0.0,0.0,0.0,98.76104996779885
2023-02-19,90.77854164590737,87.23911621348321,113.21817143575566,90.77854164590737,90.77854164590737,9.776778116309295,9.776778116309295,9.776778116309295,-13.553712043215043,-13.553712043215043,-13.553712043215043,23.330490159524338,23.330490159524338,23.330490159524338,0.0,0.0,0.0,100.55531976221667
2023-02-20,90.80388916669915,107.80431593429135,132.92782990258073,90.80388916669915,90.80388916669915,29.005094882154765,29.005094882154765,29.005094882154765,5.288548645177178,5.288548645177178,5.288548645177178,23.716546236977585,23.716546236977585,23.716546236977585,0.0,0.0,0.0,119.80898404885392
2023-02-21,90.82923668749095,108.68164964050959,134.325180307787,90.82923668749095,90.82923668749095,30.07157415928623,30.07157415928623,30.07157415928623,5.992531653445498,5.992531653445498,5.992531653445498,24.07904250584073,24.07904250584073,24.07904250584073,0.0,0.0,0.0,120.90081084677718
2023-02-22,90.85458420828273,107.29849171046911,131.24160296864335,90.85458420828273,90.85458420828273,28.446599844621865,28.446599844621865,28.446599844621865,4.02523966239816,4.02523966239816,4.02523966239816,24.421360182223705,24.421360182223705,24.421360182223705,0.0,0.0,0.0,119.3011840529046
2023-02-23,90.87993172907454,109.98253979579114,134.90155553168907,90.87993172907454,90.87993172907454,31.645177841211932,31.645177841211932,31.645177841211932,6.897471199987539,6.897471199987539,6.897471199987539,24.74770664122439,24.74770664122439,24.74770664122439,0.0,0.0,0.0,122.52510957028647
2023-02-24,90.90527924986631,108.91646206097859,134.228960617132,90.90527924986631,90.90527924986631,31.323471416856975,31.323471416856975,31.323471416856975,6.260544745728062,6.260544745728062,6.260544745728062,25.06292667112891,25.06292667112891,25.06292667112891,0.0,0.0,0.0,122.22875066672329
2023-02-25,90.93062677065812,88.48996136673023,114.22841037506724,90.93062677065812,90.93062677065812,10.461668008937417,10.461668008937417,10.461668008937417,-14.910623863479836,-14.910623863479836,-14.910623863479836,25.372291872417254,25.372291872417254,25.372291872417254,0.0,0.0,0.0,101.39229477959555
2023-02-26,90.9559742914499,90.06037083454449,115.86300423188766,90.9559742914499,90.9559742914499,12.127563223965613,12.127563223965613,12.127563223965613,-13.553712043219775,-13.553712043219775,-13.553712043219775,25.681275267185388,25.681275267185388,25.681275267185388,0.0,0.0,0.0,103.08353751541551
2023-02-27,90.9813218122417,109.42272175369669,135.311609142086,90.9813218122417,90.9813218122417,31.283867273928557,31.283867273928557,31.283867273928557,5.288548645178346,5.288548645178346,5.288548645178346,25.995318628750212,25.995318628750212,25.995318628750212,0.0,0.0,0.0,122.26518908617027
2023-02-28,91.00666933303349,109.68756967391353,137.14728664456163,91.00666933303349,91.00666933303349,32.3121319049576,32.3121319049576,32.3121319049576,5.992531653464975,5.992531653464975,5.992531653464975,26.319600251492627,26.319600251492627,26.319600251492627,0.0,0.0,0.0,123.3188012379911
2023-03-01,91.0320168539962,109.44160237736989,135.2699097952287,91.0320168539962,91.0320168539962,30.684050513950247,30.684050513950247,30.684050513950247,4.025239662396221,4.025239662396221,4.025239662396221,26.658810851554023,26.658810851554023,26.658810851554023,0.0,0.0,0.0,121.71606736794644
2023-03-02,91.05736437495891,111.36576456235605,137.25902382259096,91.05736437495891,91.05736437495891,33.914416221144236,33.914416221144236,33.914416221144236,6.89747119999059,6.89747119999059,6.89747119999059,27.016945021153646,27.016945021153646,27.016945021153646,0.0,0.0,0.0,124.97178059610314
2023-03-03,91.0827118959216,111.65752401178035,137.4746734436291,91.0827118959216,91.0827118959216,33.65765990728663,33.65765990728663,33.65765990728663,6.2605447457149115,6.2605447457149115,6.2605447457149115,27.397115161571715,27.397115161571715,27.397115161571715,0.0,0.0,0.0,124.74037180320823
2023-03-04,91.10805941688432,90.61268016564354,117.43326749627867,91.10805941688432,91.10805941688432,12.890770244286799,12.890770244286799,12.890770244286799,-14.910623863499207,-14.910623863499207,-14.910623863499207,27.801394107786006,27.801394107786006,27.801394107786006,0.0,0.0,0.0,103.99882966117111
2023-03-05,91.13340693784704,92.94645463890475,118.74867621000209,91.13340693784704,91.13340693784704,14.676979710050155,14.676979710050155,14.676979710050155,-13.553712043198843,-13.553712043198843,-13.553712043198843,28.230691753248998,28.230691753248998,28.230691753248998,0.0,0.0,0.0,105.81038664789719
2023-03-06,91.15875445880975,111.5107648929118,137.43389808949348,91.15875445880975,91.15875445880975,33.97321855952697,33.97321855952697,33.97321855952697,5.288548645134508,5.288548645134508,5.288548645134508,28.684669914392465,28.684669914392465,28.684669914392465,0.0,0.0,0.0,125.13197301833672
2023-03-07,91.18410197977246,114.026066656741,138.59824493564682,91.18410197977246,91.18410197977246,35.154230127121544,35.154230127121544,35.154230127121544,5.992531653466811,5.992531653466811,5.992531653466811,29.161698473654727,29.161698473654727,29.161698473654727,0.0,0.0,0.0,126.338332106894
2023-03-08,91.20944950073518,112.82815506287335,138.1888903998629,91.20944950073518,91.20944950073518,33.68409420657561,33.68409420657561,33.68409420657561,4.02523966240131,4.02523966240131,4.02523966240131,29.6588545441743,29.6588545441743,29.6588545441743,0.0,0.0,0.0,124.89354370731078
2023-03-09,91.23479702169787,115.48387754114988,141.07459079010968,91.23479702169787,91.23479702169787,37.06943624828964,37.06943624828964,37.06943624828964,6.8974711999980345,6.8974711999980345,6.8974711999980345,30.171965048291607,30.171965048291607,30.171965048291607,0.0,0.0,0.0,128.30423326998752
2023-03-10,91.26014454266058,115.66952486598711,141.23343590678545,91.26014454266058,91.26014454266058,36.956236482744444,36.956236482744444,36.956236482744444,6.260544745701761,6.260544745701761,6.260544745701761,30.695691737042683,30.695691737042683,30.695691737042683,0.0,0.0,0.0,128.21638102540504
2023-03-11,91.28549206362331,94.79540246652597,120.93395831785338,91.28549206362331,91.28549206362331,16.3130324772568,16.3130324772568,16.3130324772568,-14.91062386344856,-14.91062386344856,-14.91062386344856,31.22365634070536,31.22365634070536,31.22365634070536,0.0,0.0,0.0,107.5985245408801
2023-03-12,91.31083958458602,96.09724431281143,123.05177874591877,91.31083958458602,91.31083958458602,18.19489022880759,18.19489022880759,18.19489022880759,-13.553712043177912,-13.553712043177912,-13.553712043177912,31.7486022719855,31.7486022719855,31.7486022719855,0.0,0.0,0.0,109.50572981339361
2023-03-13,91.33618710568743,115.78409446684822,141.55715522718728,91.33618710568743,91.33618710568743,37.55113678784071,37.55113678784071,37.55113678784071,5.288548645147531,5.288548645147531,5.288548645147531,32.262588142693176,32.262588142693176,32.262588142693176,0.0,0.0,0.0,128.88732389352813
2023-03-14,91.36153462678882,117.07985178464034,142.7592562675863,91.36153462678882,91.36153462678882,38.74973899058245,38.74973899058245,38.74973899058245,5.992531653460118,5.992531653460118,5.992531653460118,32.75720733712234,32.75720733712234,32.75720733712234,0.0,0.0,0.0,130.11127361737127
2023-03-15,91.38688214789023,115.997558111151,142.1073635379188,91.38688214789023,91.38688214789023,37.24906670467728,37.24906670467728,37.24906670467728,4.025239662399372,4.025239662399372,4.025239662399372,33.22382704227791,33.22382704227791,33.22382704227791,0.0,0.0,0.0,128.6359488525675
2023-03-16,91.41222966899166,119.46927755313877,145.6051880384186,91.41222966899166,91.41222966899166,40.5513106926249,40.5513106926249,40.5513106926249,6.897471200001085,6.897471200001085,6.897471200001085,33.65383949262382,33.65383949262382,33.65383949262382,0.0,0.0,0.0,131.96354036161657
2023-03-17,91.43757719009305,117.7857531953514,144.69075924202062,91.43757719009305,91.43757719009305,40.29946251070843,40.29946251070843,40.29946251070843,6.26054474568861,6.26054474568861,6.26054474568861,34.03891776501981,34.03891776501981,34.03891776501981,0.0,0.0,0.0,131.7370397008015
2023-03-18,91.46292471119446,97.56771164507052,123.16190413280265,91.46292471119446,91.46292471119446,19.46064440789601,19.46064440789601,19.46064440789601,-14.910623863467931,-14.910623863467931,-14.910623863467931,34.37126827136394,34.37126827136394,34.37126827136394,0.0,0.0,0.0,110.92356911909047
2023-03-19,91.48827223229587,99.1490657877064,124.81789886429533,91.48827223229587,91.48827223229587,21.090160105140264,21.090160105140264,21.090160105140264,-13.553712043182646,-13.553712043182646,-13.553712043182646,34.64387214832291,34.64387214832291,34.64387214832291,0.0,0.0,0.0,112.57843233743614
2023-03-20,91.51361975339726,119.25981333386882,144.78969377068867,91.51361975339726,91.51361975339726,40.13925667964639,40.13925667964639,40.13925667964639,5.28854864517241,5.28854864517241,5.28854864517241,34.85070803447398,34.85070803447398,34.85070803447398,0.0,0.0,0.0,131.65287643304364
2023-03-21,91.53896727449867,120.48313069645516,145.99701697888742,91.53896727449867,91.53896727449867,40.9794809001781,40.9794809001781,40.9794809001781,5.992531653453424,5.992531653453424,5.992531653453424,34.986949246724684,34.986949246724684,34.986949246724684,0.0,0.0,0.0,132.5184481746768
2023-03-22,91.5643147956001,117.6898255492798,144.35446222214767,91.5643147956001,91.5643147956001,39.074368767273185,39.074368767273185,39.074368767273185,4.025239662396677,4.025239662396677,4.025239662396677,35.04912910487651,35.04912910487651,35.04912910487651,0.0,0.0,0.0,130.63868356287327
2023-03-23,91.5896623167015,120.2823951062468,145.87448000786353,91.5896623167015,91.5896623167015,41.93274028373024,41.93274028373024,41.93274028373024,6.8974712000041345,6.8974712000041345,6.8974712000041345,35.0352690837261,35.0352690837261,35.0352690837261,0.0,0.0,0.0,133.52240260043175
2023-03-24,91.61500983564156,120.66096765161318,144.74065680679786,91.61500983564156,91.61500983564156,41.20551031402274,41.20551031402274,41.20551031402274,6.260544745682935,6.260544745682935,6.260544745682935,34.944965568339796,34.944965568339796,34.944965568339796,0.0,0.0,0.0,132.8205201496643
2023-03-25,91.6403573545816,99.6336662496565,123.97395411479191,91.6403573545816,91.6403573545816,19.86880835388584,19.86880835388584,19.86880835388584,-14.910623863476033,-14.910623863476033,-14.910623863476033,34.77943221736187,34.77943221736187,34.77943221736187,0.0,0.0,0.0,111.50916570846744
2023-03-26,91.66570487352163,99.61340135342738,125.5982211756438,91.66570487352163,91.66570487352163,20.98778422119899,20.98778422119899,20.98778422119899,-13.553712043161713,-13.553712043161713,-13.553712043161713,34.5414962643607,34.5414962643607,34.5414962643607,0.0,0.0,0.0,112.65348909472063
2023-03-27,91.69105239246167,118.05494948858362,143.96954791578412,91.69105239246167,91.69105239246167,39.52409711358965,39.52409711358965,39.52409711358965,5.288548645116718,5.288548645116718,5.288548645116718,34.235548468472935,34.235548468472935,34.235548468472935,0.0,0.0,0.0,131.21514950605132
2023-03-28,91.71639991140172,118.69724166768829,144.07683143160187,91.71639991140172,91.71639991140172,39.85997947459278,39.85997947459278,39.85997947459278,5.992531653446731,5.992531653446731,5.992531653446731,33.86744782114605,33.86744782114605,33.86744782114605,0.0,0.0,0.0,131.5763793859945
2023-03-29,91.74174743034177,115.99082309488834,142.90100743433834,91.74174743034177,91.74174743034177,37.469623145922846,37.469623145922846,37.469623145922846,4.025239662394738,4.025239662394738,4.025239662394738,33.44438348352811,33.44438348352811,33.44438348352811,0.0,0.0,0.0,129.2113705762646
2023-03-30,91.76709494928181,119.1760520439227,145.44435875301352,91.76709494928181,91.76709494928181,39.87216892725867,39.87216892725867,39.87216892725867,6.897471199985434,6.897471199985434,6.897471199985434,32.97469772727323,32.97469772727323,32.97469772727323,0.0,0.0,0.0,131.6392638765405
2023-03-31,91.79244246822185,117.17177725696403,143.05460241416586,91.79244246822185,91.79244246822185,38.72821958666327,38.72821958666327,38.72821958666327,6.260544745662311,6.260544745662311,6.260544745662311,32.467674841000964,32.467674841000964,32.467674841000964,0.0,0.0,0.0,130.52066205488512
2023-04-01,91.81778998716189,95.85896792868961,121.39989100837462,91.81778998716189,91.81778998716189,17.022678145338517,17.022678145338517,17.022678145338517,-14.910623863484139,-14.910623863484139,-14.910623863484139,31.933302008822654,31.933302008822654,31.933302008822654,0.0,0.0,0.0,108.8404681325004
2023-04-02,91.84313750610194,96.06741300845752,122.61898136742639,91.84313750610194,91.84313750610194,17.82829699109405,17.82829699109405,17.82829699109405,-13.553712043214308,-13.553712043214308,-13.553712043214308,31.382009034308357,31.382009034308357,31.382009034308357,0.0,0.0,0.0,109.67143449719599
2023-04-03,91.86848502504198,115.46363982210441,140.96367245625814,91.86848502504198,91.86848502504198,36.1129430914073,36.1129430914073,36.1129430914073,5.28854864512974,5.28854864512974,5.28854864512974,30.824394446277562,30.824394446277562,30.824394446277562,0.0,0.0,0.0,127.98142811644928
2023-04-04,91.89383254398203,114.83189884250173,140.6990324664442,91.89383254398203,91.89383254398203,36.263477614546694,36.263477614546694,36.263477614546694,5.992531653448567,5.992531653448567,5.992531653448567,30.27094596109813,30.27094596109813,30.27094596109813,0.0,0.0,0.0,128.15731015852873
2023-04-05,91.91918006251726,113.70480567314554,138.65723787830882,91.91918006251726,91.91918006251726,33.75700313835899,33.75700313835899,33.75700313835899,4.025239662396312,4.025239662396312,4.025239662396312,29.731763475962673,29.731763475962673,29.731763475962673,0.0,0.0,0.0,125.67618320087624
2023-04-06,91.9445275810525,114.59039585983048,141.78127369781376,91.9445275810525,91.9445275810525,36.113763921839954,36.113763921839954,36.113763921839954,6.897471199988484,6.897471199988484,6.897471199988484,29.21629272185147,29.21629272185147,29.21629272185147,0.0,0.0,0.0,128.05829150289244
2023-04-07,91.96987509958774,113.79311719413985,139.67484612890286,91.96987509958774,91.96987509958774,34.993622160281845,34.993622160281845,34.993622160281845,6.260544745719687,6.260544745719687,6.260544745719687,28.733077414562153,28.733077414562153,28.733077414562153,0.0,0.0,0.0,126.96349725986958
