ds,yhat_0,yhat_1,yhat_2,yhat,yhat_std,yhat_lower,yhat_upper
2024-01-30,341.85056180915063,343.42377993470336,299.24415785423855,328.17283319936416,20.46574286843589,288.0599771772298,368.2856892214985
2024-01-31,331.6441654992719,330.1627116286964,298.7822996350122,320.19639225432684,15.154123716535599,290.49430976991704,349.89847473873664
2024-02-01,334.8766265198596,331.0445599847782,298.3903803420445,321.43718894889406,16.37147363969596,289.34910061509,353.52527728269814
2024-02-02,331.2670472033725,325.71786491528695,298.1186962864677,318.36786946837566,14.496439032391779,289.9548489648878,346.78088997186353
2024-02-03,220.2537408372541,214.00740868800796,298.0122436907554,244.09113107200582,38.213164885613104,169.19332789620415,318.9889342478075
2024-02-04,225.32238384542353,218.844042236466,298.109393563383,247.42527321509087,35.93653914992101,176.98965648124567,317.86088994893606
2024-02-05,306.15739575668636,301.723660226253,298.44079633849043,302.10728410714324,3.161945825671001,295.9098702888281,308.3046979254584
2024-02-06,335.20706639789273,329.40956747757474,299.02854692154796,321.2150602656718,15.865765644084359,290.11815960326646,352.31196092807716
2024-02-07,326.27113720207205,320.1969886103367,299.88563242674843,315.4512527463857,11.28244129107849,293.3376678158719,337.5648376768995
2024-02-08,331.3633120341226,325.9387577689986,301.01567591577964,319.43924857296696,13.214322263736255,293.5391769360439,345.33932020989005
2024-02-09,330.115415388825,325.97032049294904,302.41298013534936,319.4995720057078,12.199977301402482,295.587616494959,343.41152751645666
2024-02-10,221.85600676659354,219.69680697903246,304.06286588336485,248.53855987633028,39.271507517985285,171.56640514107914,325.5107146115814
2024-02-11,229.9439091479675,230.0094849205274,305.942290501217,255.29856152323728,35.8105341916945,185.10991450751607,325.4872085389585
2024-02-12,313.92563077257705,318.07795391993164,308.02072337176793,313.3414360214255,4.12657519057342,305.25334864790165,321.4295233949494
2024-02-13,346.10691983210586,350.2608846694031,310.26124745833056,335.5430173199465,17.957167027293206,300.3469699464518,370.7390646934412
2024-02-14,340.1468698884459,344.6691857369035,312.6218490931691,332.4793015728395,14.162194966296221,304.7213994388989,360.2372037067801
2024-02-15,347.926764585583,353.06263955194413,315.05685261454215,338.68208558402307,16.836627286251257,305.6822961029706,371.68187506507553
2024-02-16,348.96010640589407,354.6568204934839,317.5184522298724,340.37845970975013,16.33091331052828,308.36986962111473,372.38704979838553
2024-02-17,242.47638910852427,248.70402331340821,319.95829077625905,270.3795677327305,35.149520536489455,201.48650748121116,339.2726279842498
2024-02-18,251.75885649280175,258.3791753345339,322.3290339333928,277.4890219202428,31.821661002071366,215.11856635618292,339.85947748430266
2024-02-19,336.3050532309256,344.88610834254774,324.5858889466479,335.25901684004043,8.320471580333612,318.95089254258653,351.56714113749433
2024-02-20,368.4002821996256,374.55654260187885,326.6880190247466,356.54828127541697,21.263448008169597,314.8719231794046,398.22463937142936
2024-02-21,361.7123139172709,365.6917889438132,328.59980820817594,352.00130368975334,16.626916901066057,319.41254656366385,384.59006081584283
2024-02-22,368.1595198681039,370.3111691316836,330.2919365548272,356.2542085182049,18.379101769195298,320.23116905058214,392.27724798582767
2024-02-23,367.3189134026797,367.8235248118064,331.74223178778425,355.62822333409014,16.89120288357625,322.5214656822807,388.7349809858996
2024-02-24,258.5067508807726,257.58727691320706,332.93627090748316,283.01009956715427,35.30512990697118,213.81204494949077,352.2081541848178
2024-02-25,265.1120788981427,263.2542972568272,333.86771344701253,287.4113632006608,32.858354562327875,223.00898825849816,351.8137381428234
2024-02-26,346.75222082731824,346.18244070850017,334.5383567969658,342.4910061109281,5.628181214750085,331.4597709300179,353.52224129183827
2024-02-27,375.8405416294838,372.7189175975606,334.95791306358626,361.1724574302102,18.58023836250839,324.7551902396938,397.58972462072666
2024-02-28,366.17508887852193,361.3207250698816,335.1435159753504,354.2131099745846,13.629093231475629,327.50008724089236,380.92613270827684
2024-02-29,369.80055209384994,364.1589968079797,335.11897512931057,356.35950801038007,15.194888708920699,326.5775261408955,386.14148987986465
2024-03-01,366.4103014842673,360.66291837134355,334.91380309736724,353.9956743176594,13.695411886529486,327.1526670200616,380.8386816152572
2024-03-02,255.42143213792556,250.06995666946477,334.5620483375081,280.01781238163284,38.630426949319215,204.30217556096716,355.7334492022985
2024-03-03,260.3034577179184,256.2413620401356,334.1009732373724,283.54859766514215,35.78437426513359,213.4112241054803,353.685971224804
2024-03-04,340.72987947317006,340.39655499684574,333.569621761204,338.2320187437399,3.299619727453378,331.76476407793126,344.69927340954854
2024-03-05,369.14316648393583,368.5976107758776,333.0073249068223,356.91603405554525,16.907477391700986,323.7773783678113,390.0546897432792
2024-03-06,359.34189814656605,359.16542971971165,332.4521943907879,350.3198407523552,12.63453930443426,325.55614371566406,375.0835377890464
2024-03-07,363.34261311753863,364.1564569491978,331.93965559027407,353.1462418856702,14.999001348393017,323.74819924281985,382.5442845285205
2024-03-08,360.78317184407877,362.7940460389444,331.50106975678835,351.6927625466039,14.301264443994892,323.6622842363739,379.72324085683385
2024-03-09,251.00054557526406,254.021735158803,331.1624929020268,278.728257878698,37.09711263235264,206.01791711928684,351.43859863810917
2024-03-10,257.36360286039616,261.80042131422226,330.94361462102336,283.36921293188055,33.688911247451394,217.33894688687582,349.3994789768853
2024-03-11,339.429987523459,347.1712664513112,330.8569145767997,339.1527228505233,6.663191229708088,326.0928680402954,352.21257766075115
2024-03-12,369.51743723459344,375.9441925361156,330.90706759646497,358.78956578905803,19.88971384110183,319.80572666049846,397.7734049176176
2024-03-13,361.298057629675,366.4087055473306,331.09062052206974,352.9324612330251,15.584804239314227,322.38624492396923,383.47867754208096
2024-03-14,366.667818515986,370.677882339252,331.3959553605842,356.2472187386074,17.648590530683084,321.65598129846853,390.83845617874624
2024-03-15,365.15776953388365,367.9982173935385,331.80354414611367,354.98651035784525,16.433796027121897,322.77627014468635,387.19675057100415
2024-03-16,256.019557358624,257.2934582416362,332.28649154915774,281.86650238313933,35.65610921465396,211.98052832241757,351.7524764438611
2024-03-17,262.5654752567761,262.9279568281234,332.81135192699463,286.10159467063136,33.02911761293537,221.36452414927803,350.83866519198466
2024-03-18,344.33180236272426,346.08026269827855,333.3391985003137,341.2504211871055,5.6394362416975925,330.1971261533782,352.30371622083277
2024-03-19,373.65546140344594,372.61626031745675,333.82691394395283,360.0328785549518,18.535271252740085,323.70374689958123,396.3620102103224
2024-03-20,364.27221842861223,361.0746431253674,334.22866415891104,353.19184190429684,13.472384213823059,326.7859688452036,379.59771496339005
2024-03-21,368.1884406007289,363.85849294326556,334.49751058858385,355.5148147108594,14.966237917509744,326.1809883925403,384.8486410291785
2024-03-22,365.0927107883088,360.4052526450611,334.58711136059003,353.36169159798663,13.412847405355004,327.0725106834908,379.65087251248247
2024-03-23,254.43974353442496,249.7050521925883,334.4534579452277,279.5327512240803,38.882878370720164,203.32230961746876,355.74319283069184
2024-03-24,259.78676441076095,256.5173688940193,334.0565920451585,283.4535751166462,35.80662162656227,213.27259672858418,353.63455350470826
2024-03-25,340.9511152401194,342.0464515876951,333.3622471446438,338.7866046574861,3.8615783689165912,331.2179110544096,346.3552982605626
2024-03-26,370.5791958413157,371.9949301053765,332.34336057369194,358.305828840128,18.367333225791302,322.30585571757706,394.30580196267897
2024-03-27,362.7351248633994,364.82495715065147,330.98140505632955,352.84716235679343,15.484946593155211,322.4966670342092,383.19765767937764
2024-03-28,369.7613694402586,372.80388816659666,329.26749343386103,357.2775836802388,19.845034588996445,318.3813158858058,396.17385147467184
2024-03-29,371.67794568677846,375.04645925630666,327.20321645479777,357.9758737992943,21.802966937986074,315.2420586008416,400.709688997747
2024-03-30,268.2529998562695,270.0251019413599,324.8011810304876,287.69309427603906,26.249351273022075,236.24436578091579,339.1418227711623
2024-03-31,283.32534935009426,282.2624379362788,322.08522495353384,295.8910040799689,18.52719353721679,259.57770474702403,332.2043034129138
2024-04-01,376.94820304051507,372.3354622969024,319.0902935177495,356.12465295172234,26.254868479394634,304.6651107321089,407.5841951713358
2024-04-02,421.94465444437367,405.1401100139732,315.86197348490475,380.9822459810839,46.55524027690684,289.7339750383465,472.2305169238213
2024-04-03,432.48382379877967,398.46106495905235,312.45569012218016,381.1335262933374,50.50987306544332,282.1341750850685,480.13287750160634
2024-04-04,460.93038672282074,403.9058447248088,308.9355832770138,391.2572715748811,62.69287503738191,268.3792365016126,514.1353066481496
2024-04-05,487.23455733403506,399.8534571344649,305.3730883567643,397.4870342750881,74.26348785464154,251.9305980799907,543.0434704701855
2024-04-06,410.9957629825735,283.98952705548334,301.8452573396246,332.2768491258938,56.137968880705095,222.24643011971182,442.3072681320758
2024-04-07,455.7809628991451,280.5045479450062,298.43286327767873,344.90612470727666,78.74125742252994,190.57326015911798,499.23898925543534
2024-04-08,581.2671345809758,349.4524153290577,295.21833890566324,408.64596293856556,124.05344395534662,165.50121278608617,651.790713091045
2024-04-09,659.7987442755738,355.245857155953,292.2836057153548,435.77606904896055,160.47986486032812,121.23553392271742,750.3166041752037
2024-04-10,704.9692082911707,315.54790872264505,289.70785401115984,436.74165700832526,189.9586649024234,64.42267379957536,809.0606402170752
2024-04-11,768.4791133148094,282.0994533565303,287.56533688939857,446.04796785357945,228.00416903100603,-0.8402034471923798,892.9361391543513
2024-04-12,829.5381888516897,233.57065084222057,285.92324169205136,449.67736046198723,269.4511522222605,-78.44689789364332,977.8016188176177
2024-04-13,786.9440869586285,68.10787502190632,284.8397012411164,379.96388774055043,301.07344955538497,-210.14007338800405,970.0678488691049
2024-04-14,863.4186337728755,11.015195486799502,284.36200408026235,386.26527777997916,355.3740876818123,-310.2679340763729,1082.7984896363312
